year,row,respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,custom_data_1,how_often_use_R,how_often_use_Excel,how_often_use_GoogleSheets,how_often_use_SAS,how_often_use_Python,how_often_use_Tableau,how_often_use_MATLAB,how_often_use_PowerBI,how_often_use_SQL,how_proficient_R,how_proficient_Excel,how_proficient_GoogleSheets,how_proficient_SAS,how_proficient_Python,how_proficient_Tableau,how_proficient_MATLAB,how_proficient_PowerBI,how_proficient_SQL,suited_ratemaking_R,suited_reserving_R,suited_capital_modeling_R,suited_ratemaking_Excel,suited_reserving_Excel,suited_capital_modeling_Excel,suited_ratemaking_GoogleSheets,suited_reserving_GoogleSheets,suited_capital_modeling_GoogleSheets,suited_ratemaking_SAS,suited_reserving_SAS,suited_capital_modeling_SAS,suited_ratemaking_Python,suited_reserving_Python,suited_capital_modeling_Python,suited_ratemaking_Tableau,suited_reserving_Tableau,suited_capital_modeling_Tableau,suited_ratemaking_MATLAB,suited_reserving_MATLAB,suited_capital_modeling_MATLAB,suited_ratemaking_PowerBI,suited_reserving_PowerBI,suited_capital_modeling_PowerBI,suited_ratemaking_SQL,suited_reserving_SQL,suited_capital_modeling_SQL,what_other_tools_should_be_added,increase_proficiency_R,increase_proficiency_Excel,increase_proficiency_GoogleSheets,increase_proficiency_SAS,increase_proficiency_Python,increase_proficiency_Tableau,increase_proficiency_MATLAB,increase_proficiency_PowerBI,increase_proficiency_SQL,increase_proficiency_other,barrier_learning_inadequate_staff,barrier_learning_lack_of_management_support,barrier_learning_lack_of_it_support,barrier_learning_financial_cost,barrier_learning_not_enough_time,barrier_learning_no_perceived_benefit,barrier_learning_other,barrier_implementation_inadequate_staff,barrier_implementation_lack_of_management_support,barrier_implementation_lack_of_it_support,barrier_implementation_financial_cost,barrier_implementation_not_enough_time,barrier_implementation_no_perceived_benefit,barrier_implementation_other,technique_use_linear_models,technique_use_credibility,technique_use_premium_adjustment,technique_use_excess_loss_analysis,technique_use_bayesian,technique_use_bornhuetter_ferguson,technique_use_time_series,technique_use_aideep_learning,technique_use_chain_ladder,technique_use_tree_based_methods,technique_use_unsupervised_learning,technique_use_other,additional_comments,designation,age,where_are_you_located,located_other,what_type_of_company_do_you_work_for,type_of_company_other,actuaries_at_my_organization,years_of_experience,how_often_use_Other,how_proficient_Other,suited_Other,barrier_technique_inadequate_staff,barrier_technique_lack_of_management_support,barrier_technique_lack_of_it_support,barrier_technique_financial_cost,barrier_technique_not_enough_time,barrier_technique_no_perceived_benefit,barrier_technique_other,new_tech_to_adopt,should_have_asked,how_often_use_Other_specific,how_proficient_Other_specific,suited_ratemaking_Other,suited_reserving_Other,suited_capital_modeling_Other,suited_Other_specific,learning_plan_self_study,learning_plan_online,learning_plan_in_person,learning_plan_other,technique_use_frequency_severity,technique_use_triangle_based,technique_use_simulation,barrier_technique_lack_of_knowledge,designation_none,designation_acas,designation_fcas,designation_cspa,ok_with_being_contacted
2023,11,114392000000,426729984,8/17/2023 19:43,8/17/2023 19:49,98.223.88.197,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,At least once a month,NA,At least once a month,Not at all,Not at all,Expert,Not at all,Not at all,Not at all,Intermediate,NA,Intermediate,Not at all,Unsure,Unsure,Unsure,Very much,Very much,Very much,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,,,,,,,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",,,,"Bayesian analysis, and/or MCMC",NA,,,NA,,,,,NA,61 or older,United States,,Academic institution,,5-Jan,More than 20,Not at all,Not at all,NA,,,,,Not enough time,,,,,,,Unsure,Unsure,Unsure,,Self-study,,,,,,,Lack of knowledge,,ACAS,,,Yes
2023,12,114392000000,426729984,8/17/2023 19:18,8/17/2023 19:22,73.84.208.249,NA,NA,NA,NA,At least once a month,,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Very much,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,Excel,,,Python,,NA,,,,,,,,Not enough time,,,,,,,,No perceived benefit,,"Linear regression, including GLMs",Credibility,,,,NA,,,NA,,,,,NA,61 or older,United States,,Retired,,200+,Between 15 and 20,Not at all,Not at all,NA,,,,,,No perceived benefit,,AI,,,,Unsure,Unsure,Unsure,,Self-study,,,,,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,,,ACAS,,,No
2023,13,114392000000,426729984,8/17/2023 18:12,8/17/2023 18:15,208.127.68.180,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,At least once a week,At least once a month,Not at all,Expert,Not at all,Intermediate,Not at all,Basic stuff,NA,Intermediate,Basic stuff,Unsure,Unsure,Unsure,Very much,Very much,Very much,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Very much,Very much,Very much,,R,,,,,,NA,,SQL,,,Lack of management support,,,Not enough time,,,,,,,,,,,Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,,,,,NA,Prefer not to say,United States,,Insurance company,,10-Jun,Between 15 and 20,Not at all,Not at all,NA,,Lack of management support,,,Not enough time,No perceived benefit,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,,FCAS,,No
2023,14,114392000000,426729984,8/17/2023 16:46,8/17/2023 16:50,99.67.29.143,NA,NA,NA,NA,Less than once a month,At least once a day,At least once a week,Less than once a month,Less than once a month,Not at all,NA,At least once a month,At least once a month,Basic stuff,Expert,Advanced,Advanced,Basic stuff,Not at all,NA,Basic stuff,Basic stuff,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,R,,,,Python,,NA,,,,,,,,Not enough time,,,,,Lack of IT support,,,,,,,,Excess loss analysis,,NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,41-50 years old,United States,,Insurance company,,51-200,More than 20,,,NA,,Lack of management support,,,Not enough time,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,,FCAS,,No
2023,15,114392000000,426729984,8/17/2023 14:46,8/17/2023 14:50,163.116.129.117,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,At least once a month,NA,Not at all,At least once a day,Intermediate,Expert,Basic stuff,Intermediate,Not at all,Intermediate,NA,Not at all,Expert,Very much,Somewhat,Somewhat,Very much,Very much,Very much,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,NA,NA,NA,Unsure,Unsure,Unsure,Very much,Very much,Very much,,,,,,,,NA,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,NA,"Time series analysis, including claim trend analysis",AI/deep learning,NA,Tree-based methods like random forests,,,,NA,41-50 years old,United States,,Insurance company,,5-Jan,More than 20,At least once a month,Intermediate,NA,,,,,Not enough time,,,,,Data Robot,Data Robot,,,,,,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,,,ACAS,,,No
2023,16,114392000000,426729984,8/17/2023 14:35,8/17/2023 14:47,71.200.110.179,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Less than once a month,Not at all,Not at all,NA,Less than once a month,At least once a week,Basic stuff,Expert,Intermediate,Basic stuff,Not at all,Not at all,NA,Basic stuff,Intermediate,Very much,Very much,Unsure,Very much,Very much,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Not at all,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Unsure,Unsure,NA,NA,NA,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,,R,Excel,,,,,NA,,,,,Lack of management support,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,,Credibility,Premium adjustment,,,NA,,,NA,,,,,NA,,United States,,Insurance company,,26-50,Between 5 and 10,Not at all,,NA,,Lack of management support,,,Not enough time,,,,,,,,,Unsure,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,ACAS,,,Yes
2023,17,114392000000,426729984,8/17/2023 13:58,8/17/2023 14:07,163.116.137.120,NA,NA,NA,NA,At least once a week,At least once a day,Not at all,Less than once a month,Not at all,Not at all,NA,Not at all,Less than once a month,Intermediate,Expert,Not at all,Basic stuff,Not at all,Not at all,NA,Not at all,Basic stuff,Very much,Somewhat,Unsure,Very much,Very much,Unsure,Unsure,Unsure,Unsure,Very much,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,R,,,SAS,Python,,NA,,,,,,,,Not enough time,,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,,,,,NA,41-50 years old,United States,,Insurance company,,5-Jan,More than 20,Less than once a month,Intermediate,NA,,,,,Not enough time,,,,,Arius,Arius,Not at all,Very much,Unsure,Arius,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,ACAS,,,No
2023,18,114392000000,426729984,8/17/2023 12:24,8/17/2023 12:28,24.147.142.223,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Less than once a month,Basic stuff,Advanced,Basic stuff,Not at all,Basic stuff,Not at all,NA,Not at all,Basic stuff,Unsure,Very much,Somewhat,Very much,Very much,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,R,Excel,,,,,NA,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,,,,,NA,Up to 30 years old,United States,,Consulting Firm,,25-Nov,Less than 5,Not at all,Not at all,NA,,,,,,No perceived benefit,,,,,,,,,,Self-study,,,,Frequency-severity,,Simulation,Lack of knowledge,None yet,,,,Yes
2023,19,114392000000,426729984,8/17/2023 7:06,8/17/2023 12:04,165.225.9.23,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,NA,At least once a week,At least once a week,Not at all,Expert,Intermediate,Basic stuff,Not at all,Not at all,NA,Basic stuff,Intermediate,Very much,Unsure,Very much,Very much,Very much,Very much,Somewhat,Unsure,Unsure,Very much,Unsure,Unsure,Very much,Unsure,Unsure,Very much,Somewhat,Very much,NA,NA,NA,Very much,Somewhat,Somewhat,Very much,Very much,Very much,Alteryx,,,,,,A data visualization tool like Tableau,NA,,,Alteryx,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,,,,,NA,51-60 years old,United States,,Broker or (re)insurance intermediary,,51-200,More than 20,At least once a month,,NA,Insufficient/inadequate staff,,,,Not enough time,,,Alteryx,,Alteryx,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,,ACAS,,,No
2023,20,114392000000,426729984,8/17/2023 11:41,8/17/2023 11:46,170.202.22.112,NA,NA,NA,NA,At least once a month,At least once a day,At least once a week,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Advanced,Advanced,Intermediate,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Very much,Somewhat,Somewhat,Very much,Somewhat,Very much,Unsure,Unsure,Unsure,Very much,Very much,Not at all,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,NA,NA,NA,Very much,Very much,Somewhat,Very much,Very much,Somewhat,,,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,,Lack of IT support,,Not enough time,,,,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,NA,,,NA,,,,,NA,51-60 years old,United States,,Insurance company,,200+,More than 20,Not at all,,NA,,,,,Not enough time,,,,,,,,,,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,,,FCAS,,Yes
2023,21,114392000000,426729984,8/17/2023 11:26,8/17/2023 11:30,82.121.23.129,NA,NA,NA,NA,At least once a month,At least once a day,Not at all,Less than once a month,Not at all,Not at all,NA,Not at all,Less than once a month,Intermediate,Expert,Not at all,Basic stuff,Not at all,Not at all,NA,Basic stuff,Basic stuff,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,R,,,,,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,,,,Lack of management support,,,,No perceived benefit,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,NA,"Time series analysis, including claim trend analysis",,NA,,,,,NA,Up to 30 years old,Canada,,Insurance company,,51-200,Between 5 and 10,Not at all,Not at all,NA,,,,,,No perceived benefit,,,,,,,,,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,,,,FCAS,,No
2023,22,114392000000,426729984,8/17/2023 9:24,8/17/2023 9:32,24.206.78.80,NA,NA,NA,NA,,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,At least once a week,Not at all,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,NA,Basic stuff,Not at all,Unsure,Very much,Somewhat,Very much,Very much,Very much,Not at all,Not at all,Not at all,Very much,Somewhat,Somewhat,Very much,Somewhat,Somewhat,Unsure,Unsure,Unsure,NA,NA,NA,Somewhat,Very much,Somewhat,Somewhat,Unsure,Unsure,,,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,NA,,,NA,,,,,NA,31-40 years old,United States,,Insurance company,,25-Nov,Between 15 and 20,Not at all,Not at all,NA,,,,,Not enough time,No perceived benefit,,,,,,Unsure,Unsure,Unsure,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,,FCAS,,No
2023,23,114392000000,426729984,8/17/2023 8:30,8/17/2023 8:37,111.199.87.54,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Less than once a month,Not at all,NA,Not at all,Not at all,Not at all,Advanced,Not at all,Basic stuff,Basic stuff,Not at all,NA,Not at all,Not at all,Unsure,Unsure,Unsure,Very much,Very much,Somewhat,Unsure,Unsure,Unsure,Very much,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,Python,,NA,,,,,,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,,,,,,,Excess loss analysis,,NA,,,NA,,,,,NA,31-40 years old,Asia,,Reinsurance company,,25-Nov,Between 5 and 10,Not at all,Not at all,NA,,,,,,,,,,,,Unsure,Unsure,Unsure,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,None yet,,,,Yes
2023,24,114392000000,426729984,8/17/2023 8:07,8/17/2023 8:14,31.94.12.18,NA,NA,NA,NA,Less than once a month,At least once a day,At least once a month,Not at all,Less than once a month,Less than once a month,NA,At least once a week,Less than once a month,Basic stuff,Expert,Intermediate,Not at all,Basic stuff,Basic stuff,NA,Basic stuff,Basic stuff,Very much,Somewhat,Very much,Very much,Very much,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Very much,Somewhat,Very much,Somewhat,Somewhat,Unsure,NA,NA,NA,Somewhat,Somewhat,Unsure,Somewhat,Very much,Very much,Altered? Chat GPT?,R,,,,Python,,NA,A business intelligence dashboarding tool like Power BI,,,,Lack of management support,,,Not enough time,,,,Lack of management support,Lack of IT support,Financial cost,Not enough time,,,,,,Excess loss analysis,,NA,,,NA,,,,,NA,31-40 years old,"United Kingdom, Ireland",,Reinsurance company,,5-Jan,Between 15 and 20,Not at all,Not at all,NA,,,Lack of IT support,,,No perceived benefit,,Use of ChatGPT to help initial code setup,,,,Unsure,Unsure,Unsure,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,,,FCAS,,Yes
2023,25,114392000000,426729984,8/17/2023 2:21,8/17/2023 2:31,42.61.230.84,NA,NA,NA,NA,Less than once a month,At least once a day,Less than once a month,Less than once a month,Less than once a month,At least once a week,NA,At least once a week,At least once a week,Intermediate,Advanced,Not at all,Not at all,Basic stuff,Not at all,NA,Basic stuff,Not at all,Very much,Somewhat,Somewhat,Very much,Very much,Somewhat,Unsure,Unsure,Unsure,Very much,Somewhat,Unsure,Very much,Somewhat,Unsure,Very much,Very much,Somewhat,NA,NA,NA,Very much,Very much,Somewhat,Somewhat,Very much,Unsure,,,,,,,,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,Lack of IT support,,Not enough time,,,,,Lack of IT support,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",,,Excess loss analysis,,NA,,,NA,,,,,NA,31-40 years old,Asia,,Insurance company,,200+,Between 5 and 10,,,NA,,,,,,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,None yet,,,,No
2023,26,114392000000,426729984,8/17/2023 1:00,8/17/2023 1:05,173.25.178.161,NA,NA,NA,NA,At least once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,NA,Not at all,At least once a month,Basic stuff,Advanced,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Intermediate,Very much,Unsure,Unsure,Very much,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,,R,Excel,,,,,NA,,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,NA,,,NA,,,,,NA,31-40 years old,United States,,Insurance company,,51-200,Between 10 and 15,Not at all,Not at all,NA,,,,,,,,,,,,Unsure,Unsure,Unsure,,Self-study,Online course,,,Frequency-severity,,,Lack of knowledge,None yet,,,,No
2023,27,114392000000,426729984,8/16/2023 22:39,8/16/2023 22:44,223.136.89.233,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Less than once a month,Not at all,Not at all,NA,Not at all,At least once a month,Basic stuff,Advanced,Intermediate,Basic stuff,Not at all,Not at all,NA,Not at all,Intermediate,Very much,Somewhat,Unsure,Very much,Very much,Very much,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,NA,NA,NA,Unsure,Unsure,Unsure,Somewhat,Very much,Unsure,,R,Excel,,SAS,Python,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,SQL,,,Lack of management support,Lack of IT support,Financial cost,,,,,Lack of management support,Lack of IT support,Financial cost,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,NA,,,NA,,,,,NA,31-40 years old,Asia,,Insurance company,,5-Jan,Between 5 and 10,Not at all,Not at all,NA,,Lack of management support,Lack of IT support,Financial cost,,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,,None yet,,,,Yes
2023,28,114392000000,426729984,8/16/2023 21:51,8/16/2023 21:58,129.222.252.228,NA,NA,NA,NA,At least once a day,,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Intermediate,Not at all,Not at all,Not at all,Not at all,NA,Not at all,Not at all,Not at all,Not at all,Not at all,Very much,Very much,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,NA,NA,NA,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,I don't really use anything else but excel being in regulation.,,Excel,,,,,NA,,,,,,,,,,Not used in the job,,,,,,,Not needed in the job,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,"Time series analysis, including claim trend analysis",,NA,,,,I don't have any.,NA,41-50 years old,United States,,Government or regulatory organization,,10-Jun,More than 20,Not at all,Not at all,NA,,,,,,,Regulation doesn't use them directly but learn about them greatly.,I'm not sure.  I'm a regulator so I see some of it but job doesn't required direct use of it.,Not really.,,,Not at all,Not at all,Not at all,,,,,On the job,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,,None yet,,,,Yes
2023,29,114392000000,426729984,8/16/2023 19:12,8/16/2023 19:24,196.117.151.154,NA,NA,NA,NA,At least once a month,At least once a day,Not at all,Less than once a month,Not at all,Not at all,NA,Not at all,Not at all,Advanced,Advanced,Intermediate,Intermediate,Basic stuff,Not at all,NA,Basic stuff,Basic stuff,Very much,Very much,Very much,Very much,Very much,Very much,Unsure,Unsure,Unsure,Very much,Very much,Very much,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,,,,SAS,Python,,NA,,,,,,,Financial cost,Not enough time,,,,,,Financial cost,Not enough time,,,,,Premium adjustment,,,NA,,,NA,,,,,NA,31-40 years old,Africa,,Consulting Firm,,5-Jan,Between 5 and 10,Not at all,,NA,Insufficient/inadequate staff,,,,,,,,,,,,,,,Self-study,Online course,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,,None yet,,,,Yes
2023,30,114392000000,426729984,8/16/2023 19:08,8/16/2023 19:18,134.238.196.200,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Less than once a month,At least once a day,Not at all,NA,Not at all,At least once a week,Intermediate,Expert,Not at all,Intermediate,Intermediate,Basic stuff,NA,Basic stuff,Intermediate,Somewhat,Somewhat,Somewhat,Very much,Very much,Unsure,Unsure,Unsure,Unsure,Very much,Very much,Very much,Very much,Unsure,Unsure,Somewhat,Unsure,Unsure,NA,NA,NA,Somewhat,Unsure,Unsure,Very much,Unsure,Unsure,,,,,,Python,,NA,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",NA,"Time series analysis, including claim trend analysis",,NA,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,NA,41-50 years old,United States,,Insurance company,,51-200,More than 20,,,NA,,,,,,,,,,,,,,,,Self-study,Online course,In-person course,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,,,FCAS,,Yes
2023,31,114391000000,426729984,8/16/2023 17:30,8/16/2023 17:32,68.199.33.19,NA,NA,NA,NA,Not at all,At least once a day,At least once a week,Not at all,Not at all,Not at all,NA,Not at all,Less than once a month,Not at all,Expert,Expert,Not at all,Not at all,Not at all,NA,Not at all,Not at all,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,Excel,,,,A data visualization tool like Tableau,NA,,,,,,,,Not enough time,,,,,Lack of IT support,,Not enough time,,,,,,,,NA,,,NA,,,,,NA,31-40 years old,United States,,Reinsurance company,,26-50,Between 10 and 15,Less than once a month,,NA,,,,,Not enough time,,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,,,ACAS,,,No
2023,32,114391000000,426729984,8/16/2023 17:07,8/16/2023 17:12,167.127.218.202,NA,NA,NA,NA,At least once a day,At least once a day,Less than once a month,Not at all,Not at all,At least once a week,NA,At least once a month,At least once a month,Advanced,Expert,Advanced,Not at all,Not at all,Basic stuff,NA,Basic stuff,Basic stuff,Very much,Unsure,Unsure,Very much,Somewhat,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,NA,NA,NA,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,,R,,,,Python,A data visualization tool like Tableau,NA,,,,,,,Financial cost,Not enough time,,,,,,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,NA,,,NA,Tree-based methods like random forests,,,,NA,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10,,Not at all,NA,,,,,,No perceived benefit,,N/A,,,,Unsure,Unsure,Unsure,,Self-study,,,,,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,,Lack of knowledge,,,FCAS,,No
2023,33,114391000000,426729984,8/16/2023 16:58,8/16/2023 17:00,170.202.222.120,NA,NA,NA,NA,Not at all,At least once a day,Not at all,At least once a month,At least once a week,Not at all,NA,Not at all,At least once a week,Basic stuff,Expert,Expert,Basic stuff,Basic stuff,Not at all,NA,Not at all,Intermediate,,,,,,,,,,,,,,,,,,,NA,NA,NA,,,,,,,,,,,SAS,Python,,NA,,SQL,,,,,,Not enough time,No perceived benefit,,,,,,,,,,,,,,NA,,,NA,,,,,NA,41-50 years old,United States,,Insurance company,,200+,Between 5 and 10,,,NA,,,,,,,,,,,,,,,,Self-study,Online course,,,,,,,,ACAS,,,No
2023,34,114391000000,426729984,8/16/2023 16:19,8/16/2023 16:24,108.77.3.64,NA,NA,NA,NA,Less than once a month,At least once a week,At least once a day,Not at all,Not at all,At least once a day,NA,At least once a day,At least once a day,Basic stuff,Advanced,Advanced,Not at all,Basic stuff,Expert,NA,Expert,Expert,Unsure,Somewhat,Somewhat,Very much,Very much,Very much,Very much,Very much,Very much,Unsure,Unsure,Unsure,Somewhat,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,NA,NA,NA,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,,,Excel,Google Sheets,,,A data visualization tool like Tableau,NA,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,No perceived benefit,,,,,Financial cost,,No perceived benefit,,,Credibility,Premium adjustment,,,NA,,,NA,,,,,NA,Up to 30 years old,United States,,Insurance company,,5-Jan,Less than 5,,,NA,,,,,,No perceived benefit,,,,,,,,,,Self-study,,,,Frequency-severity,Triangle-based methods including Chain-ladder and Bornhuetter-Ferguson,Simulation,Lack of knowledge,None yet,,,,No
