respondent_id,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience,year
202200092,ACAS,"(0, 30]",Asia,Reinsurance,"(0, 5]","(0, 5)",2022
202200093,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2022
202200094,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200095,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200096,FCAS,"(0, 30]",United States,Consulting,"(200, Inf)","(0, 5)",2022
202200097,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200098,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200099,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2022
202200100,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[10, 15)",2022
202200101,ACAS,"(60, Inf)",United States,NA,"(200, Inf)","[15, 20)",2022
202200102,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200103,None,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200104,FCAS,"(60, Inf)",United States,Consulting,"(10, 25]","[20, Inf)",2022
202200105,ACAS,NA,United States,Insurance,"(0, 5]","[20, Inf)",2022
202200106,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[10, 15)",2022
202200107,ACAS,"(50, 60]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200108,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200109,FCAS,"(40, 50]",United States,Consulting,"(50, 200]","[15, 20)",2022
202200110,ACAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2022
202200111,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200112,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200113,FCAS,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2022
202200114,ACAS,"(60, Inf)",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200115,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200116,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200117,FCAS,"(0, 30]",Canada,Insurance,"(5, 10]","[5, 10)",2022
202200118,FCAS,"(30, 40]",Asia,Insurance,"(50, 200]","[5, 10)",2022
202200119,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2022
202200120,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200121,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200122,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200123,FCAS,"(50, 60]",United States,Other,"(50, 200]","[20, Inf)",2022
202200124,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200125,FCAS,"(50, 60]",United States,Consulting,"(200, Inf)","[20, Inf)",2022
202200126,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2022
202200127,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200128,FCAS,"(30, 40]",Canada,Other,"(0, 5]","[10, 15)",2022
202200129,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200130,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200131,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200132,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200133,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200134,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2022
202200135,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200136,FCAS,"(40, 50]",United States,Broker,"(0, 5]","[20, Inf)",2022
202200137,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2022
202200138,FCAS,NA,United States,Insurance,"(50, 200]","[15, 20)",2022
202200139,FCAS,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2022
202200140,ACAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2022
202200141,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[15, 20)",2022
202200142,FCAS,"(40, 50]",United States,Other,"(50, 200]","[15, 20)",2022
202200143,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200144,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200145,FCAS,"(0, 30]",United States,Broker,"(0, 5]","[5, 10)",2022
202200146,FCAS,"(50, 60]",Canada,Insurance,"(0, 5]","[20, Inf)",2022
202200147,FCAS,"(0, 30]",Canada,Insurance,"(200, Inf)","[5, 10)",2022
202200148,FCAS,"(60, Inf)",United States,Insurance,"(5, 10]","[20, Inf)",2022
202200149,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2022
202200150,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2022
202200151,FCAS,"(40, 50]",United States,Reinsurance,"(25, 50]","[15, 20)",2022
202200152,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200153,FCAS,"(30, 40]",United States,Reinsurance,"(25, 50]","[10, 15)",2022
202200154,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2022
202200155,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2022
202200156,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200157,FCAS,"(30, 40]",United States,Broker,"(50, 200]","[10, 15)",2022
202200158,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200159,FCAS,"(30, 40]",Asia,Insurance,"(0, 5]","[10, 15)",2022
202200160,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200161,None,"(30, 40]",United States,Insurance,"(0, 5]","(0, 5)",2022
202200162,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200163,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200164,ACAS,"(40, 50]",United States,Consulting,"(0, 5]","[5, 10)",2022
202200165,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200166,ACAS,"(40, 50]",United States,Insurance,"(25, 50]","[5, 10)",2022
202200167,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200168,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2022
202200169,None,"(0, 30]",Asia,Consulting,"(0, 5]","(0, 5)",2022
202200170,FCAS,"(50, 60]",Asia,Consulting,"(0, 5]","[20, Inf)",2022
202200171,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200172,FCAS,"(60, Inf)",Canada,Insurance,"(10, 25]","[20, Inf)",2022
202200173,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2022
202200174,FCAS,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2022
202200175,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2022
202200176,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200177,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200178,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2022
202200179,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[10, 15)",2022
202200180,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200181,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2022
202200182,None,NA,NA,NA,NA,NA,2022
202200183,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200184,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200185,None,"(30, 40]",Canada,Insurance,"(5, 10]","(0, 5)",2022
202200186,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2022
202200187,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2022
202200188,FCAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2022
202200189,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200190,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200191,FCAS,NA,United States,Other,"(5, 10]","[15, 20)",2022
202200192,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200193,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200194,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200195,FCAS,"(30, 40]",United States,Other,"(10, 25]","[10, 15)",2022
202200196,FCAS,"(30, 40]",United States,Insurance,NA,NA,2022
202200197,FCAS,"(40, 50]",Canada,Insurance,"(50, 200]","[5, 10)",2022
202200198,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200199,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200200,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2022
202200201,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200202,ACAS,"(0, 30]",United States,Reinsurance,"(5, 10]","[5, 10)",2022
202200203,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200204,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200205,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200206,FCAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200207,ACAS,"(0, 30]",United States,Consulting,"(25, 50]","(0, 5)",2022
202200208,FCAS,"(30, 40]",United States,Reinsurance,"(0, 5]","[15, 20)",2022
202200209,FCAS,"(40, 50]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200210,None,"(30, 40]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200211,FCAS,"(50, 60]",United States,NA,NA,"[20, Inf)",2022
202200212,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200213,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200214,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200215,FCAS,"(30, 40]",United States,Other,"(0, 5]","[5, 10)",2022
202200216,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200217,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200218,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200219,None,"(30, 40]",United States,Other,"(10, 25]","(0, 5)",2022
202200220,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2022
202200221,FCAS,"(30, 40]",Canada,Insurance,"(10, 25]","[10, 15)",2022
202200222,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2022
202200223,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2022
202200224,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2022
202200225,FCAS,"(50, 60]",United States,NA,"(10, 25]","[20, Inf)",2022
202200226,FCAS,"(60, Inf)",United States,Insurance,NA,"[20, Inf)",2022
202200227,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[15, 20)",2022
202200228,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200229,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200230,ACAS,"(30, 40]",United States,Consulting,"(0, 5]","[10, 15)",2022
202200231,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200232,ACAS,"(60, Inf)",United States,Reinsurance,"(25, 50]","[20, Inf)",2022
202200233,ACAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200234,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200235,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200236,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200237,FCAS,"(30, 40]",United States,Other,"(25, 50]","[10, 15)",2022
202200238,ACAS,"(60, Inf)",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200239,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200240,None,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2022
202200241,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2022
202200242,ACAS,"(30, 40]",United States,Reinsurance,"(50, 200]","[5, 10)",2022
202200243,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2022
202200244,None,"(30, 40]",Asia,Consulting,"(0, 5]","[5, 10)",2022
202200245,ACAS,"(0, 30]",United States,Consulting,"(50, 200]","(0, 5)",2022
202200246,None,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200247,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200248,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200249,None,"(0, 30]",United States,Consulting,"(25, 50]","(0, 5)",2022
202200250,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200251,ACAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2022
202200252,ACAS,"(30, 40]",United States,Insurance,"(25, 50]","[5, 10)",2022
202200253,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200254,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200255,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200256,None,"(0, 30]",United States,Reinsurance,"(10, 25]","(0, 5)",2022
202200257,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200258,ACAS,"(30, 40]",Canada,Insurance,"(25, 50]","[5, 10)",2022
202200259,FCAS,"(40, 50]",United States,Consulting,"(200, Inf)","[20, Inf)",2022
202200260,None,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2022
202200261,None,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2022
202200262,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200263,FCAS,"(30, 40]",United States,Consulting,"(200, Inf)","[10, 15)",2022
202200264,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2022
202200265,ACAS,"(40, 50]",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200266,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200267,ACAS,NA,United States,Consulting,"(0, 5]","[20, Inf)",2022
202200268,ACAS,"(50, 60]",United States,Other,"(0, 5]","[10, 15)",2022
202200269,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200270,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200271,FCAS,"(0, 30]",United States,Reinsurance,"(50, 200]","[5, 10)",2022
202200272,FCAS,"(40, 50]",Canada,Insurance,"(0, 5]","[20, Inf)",2022
202200273,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200274,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200275,FCAS,"(60, Inf)",United States,NA,"(25, 50]","[20, Inf)",2022
202200276,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200277,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[15, 20)",2022
202200278,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200279,FCAS,NA,United States,Reinsurance,"(10, 25]","[20, Inf)",2022
202200280,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200281,FCAS,"(50, 60]",United States,Broker,"(200, Inf)","[20, Inf)",2022
202200282,ACAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2022
202200283,FCAS,"(30, 40]",United States,Other,"(5, 10]","[5, 10)",2022
202200284,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2022
202200285,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2022
202200286,None,"(0, 30]",United States,Broker,"(200, Inf)","(0, 5)",2022
202200287,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200288,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2022
202200289,FCAS,"(50, 60]",United States,NA,NA,"[20, Inf)",2022
202200290,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200291,ACAS,"(30, 40]",Canada,Broker,"(5, 10]","[5, 10)",2022
202200292,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[15, 20)",2022
202200293,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200294,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200295,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200296,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200297,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200298,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200299,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200300,FCAS,"(30, 40]",Canada,Consulting,"(5, 10]","[15, 20)",2022
202200301,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200302,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200303,ACAS,"(40, 50]",United States,Consulting,"(25, 50]","[20, Inf)",2022
202200304,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200305,FCAS,"(40, 50]",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200306,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200307,ACAS,"(50, 60]",United States,Consulting,"(200, Inf)","[20, Inf)",2022
202200308,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200309,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[20, Inf)",2022
202200310,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2022
202200311,ACAS,"(0, 30]",United States,Insurance,NA,NA,2022
202200312,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2022
202200313,FCAS,"(30, 40]",Canada,Consulting,"(50, 200]","[5, 10)",2022
202200314,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200315,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200316,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200317,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[15, 20)",2022
202200318,FCAS,"(30, 40]",Canada,Insurance,"(5, 10]","[5, 10)",2022
202200319,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200320,ACAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2022
202200321,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200322,FCAS,"(50, 60]",United States,Insurance,"(10, 25]","[15, 20)",2022
202200323,None,"(0, 30]",United States,Insurance,"(0, 5]","(0, 5)",2022
202200324,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2022
202200325,None,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200326,ACAS,NA,United States,Insurance,"(50, 200]","[20, Inf)",2022
202200327,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[10, 15)",2022
202200328,FCAS,"(60, Inf)",Canada,NA,"(0, 5]","[20, Inf)",2022
202200329,FCAS,"(40, 50]",Canada,Consulting,"(0, 5]","[20, Inf)",2022
202200330,FCAS,"(60, Inf)",United States,Other,"(50, 200]","[20, Inf)",2022
202200331,ACAS,"(50, 60]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200332,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2022
202200333,FCAS,"(30, 40]",United States,Broker,"(50, 200]","[10, 15)",2022
202200334,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200335,FCAS,"(30, 40]",United States,Other,"(0, 5]","[15, 20)",2022
202200336,FCAS,"(30, 40]",United States,Other,"(0, 5]","[15, 20)",2022
202200337,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200338,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","(0, 5)",2022
202200339,None,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200340,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2022
202200341,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2022
202200342,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2022
202200343,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200344,None,"(30, 40]",Canada,Insurance,"(200, Inf)","[5, 10)",2022
202200345,ACAS,"(60, Inf)",United States,Broker,"(0, 5]","[20, Inf)",2022
202200346,ACAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2022
202200347,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200348,ACAS,"(40, 50]",United States,Other,"(5, 10]","[10, 15)",2022
202200349,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200350,None,"(0, 30]",United States,Reinsurance,"(10, 25]","(0, 5)",2022
202200351,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200352,ACAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2022
202200353,FCAS,NA,United States,Other,"(0, 5]","[20, Inf)",2022
202200354,FCAS,"(40, 50]",United States,Consulting,"(5, 10]","[20, Inf)",2022
202200355,ACAS,"(30, 40]",United States,Consulting,"(10, 25]","[10, 15)",2022
202200356,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2022
202200357,ACAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200358,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200359,FCAS,"(50, 60]",United States,Other,"(5, 10]","[20, Inf)",2022
202200360,None,"(40, 50]",United States,Insurance,"(5, 10]","[5, 10)",2022
202200361,FCAS,"(40, 50]",United States,Consulting,"(5, 10]","[20, Inf)",2022
202200362,FCAS,"(60, Inf)",United States,Broker,"(200, Inf)","[20, Inf)",2022
202200363,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200364,None,"(0, 30]",Asia,Insurance,"(5, 10]","(0, 5)",2022
202200365,ACAS,"(50, 60]",United States,Insurance,NA,"[20, Inf)",2022
202200366,ACAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2022
202200367,FCAS,"(50, 60]",United States,Consulting,"(10, 25]","[20, Inf)",2022
202200368,FCAS,"(40, 50]",United States,Consulting,"(25, 50]","[10, 15)",2022
202200369,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2022
202200370,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2022
202200371,ACAS,"(30, 40]",United States,Consulting,"(0, 5]","[10, 15)",2022
202200372,FCAS,"(60, Inf)",United States,Reinsurance,"(50, 200]","[20, Inf)",2022
202200373,FCAS,"(30, 40]",United States,Reinsurance,"(5, 10]","[10, 15)",2022
202200374,FCAS,"(30, 40]",United States,Other,"(5, 10]","[15, 20)",2022
202200375,None,"(0, 30]",Canada,Insurance,"(200, Inf)","(0, 5)",2022
202200376,ACAS,"(30, 40]",United States,Consulting,"(0, 5]","[15, 20)",2022
202200377,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200378,FCAS,"(40, 50]",United States,Consulting,"(50, 200]","[20, Inf)",2022
202200379,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2022
202200380,None,"(30, 40]",Asia,Insurance,"(0, 5]","[10, 15)",2022
202200381,FCAS,"(60, Inf)",Canada,Consulting,"(0, 5]","[20, Inf)",2022
202200382,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200383,ACAS,"(50, 60]",United States,Broker,"(50, 200]","[20, Inf)",2022
202200384,FCAS,"(50, 60]",United States,NA,"(50, 200]","[20, Inf)",2022
202200385,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200386,None,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200387,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200388,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","(0, 5)",2022
202200389,FCAS,"(40, 50]",United States,Consulting,"(200, Inf)","[20, Inf)",2022
202200390,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200391,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[10, 15)",2022
202200392,FCAS,"(30, 40]",Asia,Insurance,"(0, 5]","[10, 15)",2022
202200393,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2022
202200394,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200395,ACAS,"(50, 60]",United States,Broker,"(25, 50]","[20, Inf)",2022
202200396,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200397,None,"(30, 40]",Asia,Other,"(0, 5]","[5, 10)",2022
202200398,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200399,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2022
202200400,None,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2022
202200401,ACAS,"(30, 40]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200402,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2022
202200403,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200404,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2022
202200405,None,"(0, 30]",United States,Reinsurance,"(50, 200]","(0, 5)",2022
202200406,ACAS,"(60, Inf)",United States,Insurance,"(25, 50]","[20, Inf)",2022
202200407,FCAS,NA,United States,Other,"(0, 5]","[20, Inf)",2022
202200408,FCAS,"(50, 60]",Canada,Insurance,"(50, 200]","[20, Inf)",2022
202200409,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200410,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2022
202200411,FCAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2022
202200412,ACAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2022
202200413,ACAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2022
202200414,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2022
202200415,FCAS,NA,United States,Consulting,"(10, 25]","[20, Inf)",2022
202200416,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2022
202200417,None,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2022
